#DATE,GENERATED,EXPORTED,USED,PEAK_POWER,PEAK_TIME,CONDITION,TEMPERATURE_MIN,TEMPERATURE_MAX,COMMENTS,IMPORT_PEAK,IMPORT_OFF_PEAK,IMPORT_SHOULDER,CREDIT,DEBIT
21/09/16,16778,,,4419,15:20,Mostly Cloudy,0.00,54.00,"Updated 19:20 UTC+2:00",,,,,
20/09/16,25931,,,3887,14:25,Partly Cloudy,0.00,57.00,"Updated 19:15 UTC+2:00",,,,,
19/09/16,28106,,,3991,13:35,Fine,0.00,56.00,"Updated 19:25 UTC+2:00",,,,,
18/09/16,20978,,,4977,14:55,Mostly Cloudy,25.00,53.00,"Updated 19:30 UTC+2:00",,,,,
17/09/16,11341,,,3233,11:20,Cloudy,26.00,47.00,"Updated 18:30 UTC+2:00",,,,,
16/09/16,15115,,,4505,16:10,Mostly Cloudy,33.00,49.00,"Updated 19:30 UTC+2:00",,,,,
15/09/16,8889,,,4475,15:40,Cloudy,33.00,49.00,"Updated 16:15 UTC+2:00",,,,,
14/09/16,14931,,,4141,13:45,Mostly Cloudy,0.00,56.00,"Updated 14:45 UTC+2:00",,,,,
13/09/16,25000,,,3848,14:15,Partly Cloudy,28.00,56.00,"Updated 19:20 UTC+2:00",,,,,
12/09/16,20297,,,3862,14:20,Mostly Cloudy,0.00,54.00,"Updated 19:20 UTC+2:00",,,,,
11/09/16,25199,,,4049,15:30,Partly Cloudy,0.00,56.00,"Updated 19:35 UTC+2:00",,,,,
10/09/16,26899,,,3778,13:55,Partly Cloudy,28.00,57.00,"Updated 19:45 UTC+2:00",,,,,
09/09/16,26850,,,3882,13:10,Partly Cloudy,28.00,57.00,"Updated 19:35 UTC+2:00",,,,,
08/09/16,28138,,,3859,14:10,Fine,28.00,57.00,"Updated 19:45 UTC+2:00",,,,,
07/09/16,29489,,,3905,14:15,Fine,28.00,58.00,"Updated 19:45 UTC+2:00",,,,,
06/09/16,30377,,,4059,13:30,Fine,28.00,58.00,"Updated 19:50 UTC+2:00",,,,,
05/09/16,21113,,,4556,13:40,Mostly Cloudy,28.00,58.00,"Updated 19:45 UTC+2:00",,,,,
04/09/16,19620,,,3922,12:20,Mostly Cloudy,28.00,54.00,"Updated 19:45 UTC+2:00",,,,,
03/09/16,24823,,,3916,14:20,Partly Cloudy,29.00,58.00,"Updated 20:00 UTC+2:00",,,,,
02/09/16,25548,,,4127,13:55,Partly Cloudy,0.00,58.00,"Updated 19:55 UTC+2:00",,,,,
01/09/16,28916,,,3939,14:45,Fine,0.00,58.00,"Updated 19:55 UTC+2:00",,,,,
31/08/16,30606,,,3960,14:15,Fine,28.00,58.00,"Updated 19:50 UTC+2:00",,,,,
30/08/16,21812,,,5153,14:20,Mostly Cloudy,0.00,56.00,"Updated 19:55 UTC+2:00",,,,,
29/08/16,26406,,,3821,14:00,Partly Cloudy,29.00,58.00,"Updated 19:45 UTC+2:00",,,,,
28/08/16,29123,,,3888,14:20,Fine,29.00,59.00,"Updated 20:05 UTC+2:00",,,,,
27/08/16,29775,,,3866,13:50,Fine,29.00,59.00,"Updated 19:55 UTC+2:00",,,,,
26/08/16,30196,,,3943,14:40,Fine,29.00,59.00,"Updated 20:05 UTC+2:00",,,,,
25/08/16,30379,,,3926,14:20,Fine,28.00,58.00,"Updated 20:10 UTC+2:00",,,,,
24/08/16,31018,,,4003,14:20,Fine,28.00,59.00,"Updated 20:10 UTC+2:00",,,,,
23/08/16,31305,,,3985,14:10,Fine,28.00,58.00,"Updated 20:10 UTC+2:00",,,,,
22/08/16,31977,,,4046,14:15,Fine,28.00,58.00,"Updated 20:15 UTC+2:00",,,,,
21/08/16,30368,,,4314,14:05,Fine,27.00,58.00,"Updated 20:15 UTC+2:00",,,,,
20/08/16,10989,,,2844,12:10,Cloudy,27.00,45.00,"Updated 19:55 UTC+2:00",,,,,
19/08/16,22642,,,4333,14:30,Partly Cloudy,0.00,55.00,"Updated 20:10 UTC+2:00",,,,,
18/08/16,19578,,,4387,12:25,Mostly Cloudy,0.00,53.00,"Updated 20:15 UTC+2:00",,,,,
17/08/16,30414,,,4324,13:20,Fine,0.00,58.00,"Updated 20:30 UTC+2:00",,,,,
16/08/16,23884,,,4338,15:10,Partly Cloudy,0.00,60.00,"Updated 20:20 UTC+2:00",,,,,
15/08/16,30516,,,3998,15:25,Fine,28.00,59.00,"Updated 20:15 UTC+2:00",,,,,
14/08/16,31296,,,3985,14:45,Fine,28.00,59.00,"Updated 20:30 UTC+2:00",,,,,
13/08/16,32075,,,4056,14:50,Fine,29.00,59.00,"Updated 20:25 UTC+2:00",,,,,
12/08/16,33043,,,4104,14:20,Fine,28.00,59.00,"Updated 20:30 UTC+2:00",,,,,
11/08/16,33838,,,4217,14:05,Fine,28.00,59.00,"Updated 20:30 UTC+2:00",,,,,
10/08/16,29797,,,4501,15:00,Fine,28.00,60.00,"Updated 20:35 UTC+2:00",,,,,
09/08/16,25425,,,5519,14:45,Partly Cloudy,31.00,56.00,"Updated 20:30 UTC+2:00",,,,,
08/08/16,32419,,,4090,14:05,Fine,28.00,59.00,"Updated 20:40 UTC+2:00",,,,,
07/08/16,33906,,,4185,14:15,Fine,29.00,60.00,"Updated 20:35 UTC+2:00",,,,,
06/08/16,34100,,,4185,14:10,Fine,28.00,60.00,"Updated 20:40 UTC+2:00",,,,,
05/08/16,30308,,,4913,14:00,Fine,0.00,61.00,"Updated 20:40 UTC+2:00",,,,,
04/08/16,22220,,,4589,13:55,Partly Cloudy,0.00,57.00,"Updated 20:25 UTC+2:00",,,,,
03/08/16,25769,,,4522,13:55,Partly Cloudy,0.00,60.00,"Updated 20:30 UTC+2:00",,,,,
02/08/16,30986,,,4587,13:35,Fine,0.00,60.00,"Updated 20:40 UTC+2:00",,,,,
01/08/16,33629,,,4266,16:20,Fine,28.00,59.00,"Updated 20:40 UTC+2:00",,,,,
31/07/16,24185,,,4601,15:00,Partly Cloudy,29.00,59.00,"Updated 20:30 UTC+2:00",,,,,
30/07/16,25982,,,4252,13:50,Partly Cloudy,0.00,59.00,"Updated 20:35 UTC+2:00",,,,,
29/07/16,29791,,,4218,16:15,Fine,0.00,59.00,"Updated 20:45 UTC+2:00",,,,,
28/07/16,33017,,,4088,14:35,Fine,28.00,59.00,"Updated 20:50 UTC+2:00",,,,,
27/07/16,24554,,,4434,15:20,Partly Cloudy,29.00,59.00,"Updated 20:35 UTC+2:00",,,,,
26/07/16,25636,,,4012,14:10,Partly Cloudy,0.00,59.00,"Updated 20:55 UTC+2:00",,,,,
25/07/16,32869,,,3936,14:35,Fine,28.00,58.00,"Updated 20:50 UTC+2:00",,,,,
24/07/16,32070,,,4619,13:30,Fine,28.00,59.00,"Updated 21:00 UTC+2:00",,,,,
23/07/16,16389,,,4795,12:20,Mostly Cloudy,31.00,53.00,"Updated 20:55 UTC+2:00",,,,,
22/07/16,17873,,,4714,15:20,Mostly Cloudy,0.00,52.00,"Updated 20:10 UTC+2:00",,,,,
21/07/16,24014,,,4414,14:50,Partly Cloudy,0.00,58.00,"Updated 20:40 UTC+2:00",,,,,
20/07/16,32272,,,3926,14:10,Fine,29.00,59.00,"Updated 20:55 UTC+2:00",,,,,
19/07/16,33252,,,4025,14:00,Fine,29.00,59.00,"Updated 21:00 UTC+2:00",,,,,
18/07/16,33819,,,4097,14:15,Fine,29.00,59.00,"Updated 21:00 UTC+2:00",,,,,
17/07/16,35438,,,4267,14:35,Fine,29.00,60.00,"Updated 21:00 UTC+2:00",,,,,
16/07/16,36492,,,4369,14:10,Fine,28.00,60.00,"Updated 21:00 UTC+2:00",,,,,
15/07/16,35988,,,4303,14:15,Fine,27.00,60.00,"Updated 21:00 UTC+2:00",,,,,
14/07/16,27090,,,4625,13:00,Partly Cloudy,28.00,60.00,"Updated 20:40 UTC+2:00",,,,,
13/07/16,31852,,,5095,14:45,Fine,28.00,60.00,"Updated 21:15 UTC+2:00",,,,,
12/07/16,22211,,,5013,14:20,Partly Cloudy,0.00,56.00,"Updated 20:55 UTC+2:00",,,,,
11/07/16,25559,,,4217,14:15,Partly Cloudy,29.00,58.00,"Updated 20:55 UTC+2:00",,,,,
10/07/16,30866,,,4016,13:40,Fine,0.00,59.00,"Updated 21:00 UTC+2:00",,,,,
09/07/16,33411,,,4037,14:25,Fine,0.00,59.00,"Updated 21:05 UTC+2:00",,,,,
08/07/16,25542,,,4207,15:25,Partly Cloudy,0.00,57.00,"Updated 21:00 UTC+2:00",,,,,
07/07/16,59,,,233,20:35,Showers,40.00,41.00,"Updated 21:15 UTC+2:00",,,,,
06/07/16,33678,,,,,Fine,,,,,,,0.0000,0.0000
