#DATE,GENERATED,EXPORTED,USED,PEAK_POWER,PEAK_TIME,CONDITION,TEMPERATURE_MIN,TEMPERATURE_MAX,COMMENTS,IMPORT_PEAK,IMPORT_OFF_PEAK,IMPORT_SHOULDER,CREDIT,DEBIT
17/10/18,6118,,,1397,12:50,Cloudy,0.00,38.00,"Updated 18:15 UTC+2:00",,,,,
16/10/18,10074,,,3539,13:45,Cloudy,0.00,45.00,"Updated 18:25 UTC+2:00",,,,,
15/10/18,14469,,,3501,12:55,Mostly Cloudy,27.00,48.00,"Updated 18:26 UTC+2:00",,,,,
14/10/18,20062,,,3506,13:55,Mostly Cloudy,0.00,50.00,"Updated 18:30 UTC+2:00",,,,,
13/10/18,20102,,,3611,15:00,Mostly Cloudy,24.00,52.00,"Updated 18:40 UTC+2:00",,,,,
12/10/18,21274,,,3995,13:50,Mostly Cloudy,24.00,51.00,"Updated 18:45 UTC+2:00",,,,,
11/10/18,1434,,,589,11:40,Showers,0.00,34.00,"Updated 18:15 UTC+2:00",,,,,
10/10/18,9068,,,2796,11:25,Cloudy,25.00,45.00,"Updated 18:25 UTC+2:00",,,,,
09/10/18,20490,,,3609,14:30,Mostly Cloudy,25.00,52.00,"Updated 18:45 UTC+2:00",,,,,
08/10/18,20692,,,3502,13:35,Mostly Cloudy,24.00,51.00,"Updated 18:45 UTC+2:00",,,,,
07/10/18,14911,,,3832,14:45,Mostly Cloudy,27.00,49.00,"Updated 18:45 UTC+2:00",,,,,
06/10/18,7862,,,2861,16:50,Cloudy,0.00,43.00,"Updated 18:00 UTC+2:00",,,,,
05/10/18,19786,,,3518,14:00,Mostly Cloudy,26.00,52.00,"Updated 18:50 UTC+2:00",,,,,
04/10/18,24744,,,3591,13:50,Partly Cloudy,26.00,54.00,"Updated 18:55 UTC+2:00",,,,,
03/10/18,24766,,,4076,14:30,Partly Cloudy,27.00,53.00,"Updated 18:55 UTC+2:00",,,,,
02/10/18,26304,,,3803,13:40,Partly Cloudy,24.00,54.00,"Updated 18:55 UTC+2:00",,,,,
01/10/18,4778,,,1616,09:50,Showers,28.00,39.00,"Updated 19:05 UTC+2:00",,,,,
30/09/18,20010,,,3894,14:30,Mostly Cloudy,28.00,54.00,"Updated 18:40 UTC+2:00",,,,,
29/09/18,24786,,,4617,14:20,Partly Cloudy,28.00,56.00,"Updated 19:05 UTC+2:00",,,,,
28/09/18,26023,,,3706,14:05,Partly Cloudy,26.00,55.00,"Updated 19:05 UTC+2:00",,,,,
27/09/18,25804,,,3695,14:25,Partly Cloudy,26.00,54.00,"Updated 19:10 UTC+2:00",,,,,
26/09/18,25928,,,3807,14:15,Partly Cloudy,0.00,55.00,"Updated 19:15 UTC+2:00",,,,,
25/09/18,22998,,,4416,13:10,Partly Cloudy,27.00,55.00,"Updated 19:15 UTC+2:00",,,,,
24/09/18,21370,,,4216,14:05,Mostly Cloudy,0.00,53.00,"Updated 19:05 UTC+2:00",,,,,
23/09/18,22591,,,3846,14:00,Partly Cloudy,27.00,54.00,"Updated 19:10 UTC+2:00",,,,,
22/09/18,22547,,,3985,12:45,Partly Cloudy,28.00,55.00,"Updated 19:20 UTC+2:00",,,,,
21/09/18,21158,,,3823,14:05,Mostly Cloudy,28.00,54.00,"Updated 19:10 UTC+2:00",,,,,
20/09/18,23998,,,3655,13:45,Partly Cloudy,29.00,55.00,"Updated 19:20 UTC+2:00",,,,,
19/09/18,25269,,,3720,14:05,Partly Cloudy,0.00,55.00,"Updated 19:20 UTC+2:00",,,,,
18/09/18,20349,,,3947,13:25,Mostly Cloudy,26.00,53.00,"Updated 19:25 UTC+2:00",,,,,
17/09/18,15717,,,4562,14:30,Mostly Cloudy,27.00,51.00,"Updated 19:25 UTC+2:00",,,,,
16/09/18,17991,,,3745,16:10,Mostly Cloudy,30.00,50.00,"Updated 19:31 UTC+2:00",,,,,
15/09/18,19926,,,4252,13:25,Mostly Cloudy,0.00,55.00,"Updated 19:25 UTC+2:00",,,,,
14/09/18,23588,,,3731,14:55,Partly Cloudy,0.00,55.00,"Updated 19:30 UTC+2:00",,,,,
13/09/18,23556,,,3745,14:15,Partly Cloudy,0.00,55.00,"Updated 19:20 UTC+2:00",,,,,
12/09/18,21020,,,3977,13:50,Mostly Cloudy,29.00,54.00,"Updated 19:35 UTC+2:00",,,,,
11/09/18,27011,,,3841,14:00,Partly Cloudy,0.00,56.00,"Updated 19:40 UTC+2:00",,,,,
10/09/18,26015,,,3843,13:15,Partly Cloudy,27.00,56.00,"Updated 19:45 UTC+2:00",,,,,
09/09/18,24336,,,3765,13:20,Partly Cloudy,26.00,54.00,"Updated 19:40 UTC+2:00",,,,,
08/09/18,21817,,,4403,13:25,Mostly Cloudy,27.00,53.00,"Updated 19:40 UTC+2:00",,,,,
07/09/18,29041,,,4084,12:30,Fine,0.00,55.00,"Updated 19:50 UTC+2:00",,,,,
06/09/18,13291,,,4216,13:35,Cloudy,27.00,54.00,"Updated 19:30 UTC+2:00",,,,,
05/09/18,24693,,,4329,13:00,Partly Cloudy,27.00,54.00,"Updated 19:50 UTC+2:00",,,,,
04/09/18,29128,,,4488,13:50,Fine,27.00,57.00,"Updated 19:50 UTC+2:00",,,,,
03/09/18,25476,,,4684,15:25,Partly Cloudy,0.00,57.00,"Updated 19:55 UTC+2:00",,,,,
02/09/18,21718,,,4677,14:05,Mostly Cloudy,26.00,57.00,"Updated 19:35 UTC+2:00",,,,,
01/09/18,18342,,,4626,15:45,Mostly Cloudy,0.00,51.00,"Updated 19:55 UTC+2:00",,,,,
31/08/18,8676,,,2525,14:55,Cloudy,0.00,46.00,"Updated 19:50 UTC+2:00",,,,,
30/08/18,26736,,,3779,14:15,Partly Cloudy,0.00,57.00,"Updated 20:00 UTC+2:00",,,,,
29/08/18,24758,,,3956,15:30,Partly Cloudy,0.00,57.00,"Updated 19:40 UTC+2:00",,,,,
28/08/18,29330,,,3813,14:20,Fine,0.00,57.00,"Updated 20:05 UTC+2:00",,,,,
27/08/18,30374,,,3982,14:20,Fine,28.00,58.00,"Updated 20:05 UTC+2:00",,,,,
26/08/18,31150,,,4083,14:55,Fine,28.00,59.00,"Updated 20:05 UTC+2:00",,,,,
25/08/18,16508,,,4156,12:50,Mostly Cloudy,29.00,54.00,"Updated 20:10 UTC+2:00",,,,,
24/08/18,26516,,,3710,13:55,Partly Cloudy,0.00,58.00,"Updated 20:10 UTC+2:00",,,,,
23/08/18,26512,,,3805,14:20,Partly Cloudy,0.00,59.00,"Updated 20:05 UTC+2:00",,,,,
22/08/18,26327,,,4505,15:05,Partly Cloudy,29.00,59.00,"Updated 20:10 UTC+2:00",,,,,
21/08/18,21218,,,4299,14:50,Mostly Cloudy,0.00,60.00,"Updated 20:15 UTC+2:00",,,,,
20/08/18,26984,,,4250,14:35,Partly Cloudy,32.00,60.00,"Updated 20:15 UTC+2:00",,,,,
19/08/18,29677,,,3891,14:35,Fine,29.00,58.00,"Updated 20:15 UTC+2:00",,,,,
18/08/18,24636,,,4217,13:45,Partly Cloudy,29.00,59.00,"Updated 20:20 UTC+2:00",,,,,
17/08/18,22243,,,4484,13:45,Partly Cloudy,29.00,56.00,"Updated 20:20 UTC+2:00",,,,,
16/08/18,27158,,,4570,14:15,Partly Cloudy,0.00,59.00,"Updated 20:15 UTC+2:00",,,,,
15/08/18,30589,,,4479,14:05,Fine,29.00,60.00,"Updated 20:25 UTC+2:00",,,,,
14/08/18,25132,,,4962,13:25,Partly Cloudy,0.00,57.00,"Updated 20:25 UTC+2:00",,,,,
13/08/18,16153,,,3747,16:45,Mostly Cloudy,30.00,51.00,"Updated 20:00 UTC+2:00",,,,,
12/08/18,27189,,,4444,15:20,Partly Cloudy,0.00,59.00,"Updated 20:30 UTC+2:00",,,,,
11/08/18,24972,,,4642,14:40,Partly Cloudy,0.00,60.00,"Updated 20:30 UTC+2:00",,,,,
10/08/18,28181,,,4016,13:55,Fine,29.00,59.00,"Updated 20:30 UTC+2:00",,,,,
09/08/18,21095,,,4826,14:10,Mostly Cloudy,0.00,57.00,"Updated 20:25 UTC+2:00",,,,,
08/08/18,24527,,,4133,15:00,Partly Cloudy,0.00,60.00,"Updated 20:40 UTC+2:00",,,,,
07/08/18,29353,,,3816,14:15,Fine,0.00,59.00,"Updated 19:50 UTC+2:00",,,,,
06/08/18,24821,,,3853,15:35,Partly Cloudy,30.00,61.00,"Updated 20:30 UTC+2:00",,,,,
05/08/18,27527,,,3853,15:15,Fine,33.00,59.00,"Updated 20:30 UTC+2:00",,,,,
04/08/18,27781,,,3891,14:35,Fine,0.00,60.00,"Updated 20:30 UTC+2:00",,,,,
03/08/18,27664,,,3924,14:40,Fine,31.00,59.00,"Updated 20:30 UTC+2:00",,,,,
02/08/18,31101,,,3830,14:05,Fine,0.00,59.00,"Updated 20:50 UTC+2:00",,,,,
01/08/18,20349,,,4167,13:45,Mostly Cloudy,30.00,60.00,"Updated 20:40 UTC+2:00",,,,,
31/07/18,29151,,,3849,14:35,Fine,0.00,59.00,"Updated 20:45 UTC+2:00",,,,,
30/07/18,31142,,,3887,14:20,Fine,29.00,59.00,"Updated 20:50 UTC+2:00",,,,,
29/07/18,30822,,,4307,14:15,Fine,0.00,58.00,"Updated 20:45 UTC+2:00",,,,,
28/07/18,17973,,,4324,15:40,Mostly Cloudy,32.00,55.00,"Updated 20:45 UTC+2:00",,,,,
27/07/18,31078,,,4029,13:45,Fine,32.00,59.00,"Updated 20:50 UTC+2:00",,,,,
26/07/18,28066,,,3892,14:20,Fine,0.00,59.00,"Updated 20:20 UTC+2:00",,,,,
25/07/18,31564,,,3926,14:25,Fine,0.00,59.00,"Updated 20:40 UTC+2:00",,,,,
24/07/18,31393,,,4065,13:35,Fine,29.00,59.00,"Updated 20:45 UTC+2:00",,,,,
23/07/18,32859,,,4107,14:25,Fine,29.00,59.00,"Updated 20:55 UTC+2:00",,,,,
22/07/18,30526,,,4170,14:35,Fine,0.00,60.00,"Updated 20:50 UTC+2:00",,,,,
21/07/18,23049,,,5580,14:50,Partly Cloudy,0.00,60.00,"Updated 21:05 UTC+2:00",,,,,
20/07/18,23427,,,4591,14:30,Partly Cloudy,0.00,59.00,"Updated 20:55 UTC+2:00",,,,,
19/07/18,31900,,,3908,14:15,Fine,0.00,59.00,"Updated 20:55 UTC+2:00",,,,,
18/07/18,32796,,,3964,14:20,Fine,29.00,59.00,"Updated 20:55 UTC+2:00",,,,,
17/07/18,33707,,,4064,14:00,Fine,0.00,58.00,"Updated 21:00 UTC+2:00",,,,,
16/07/18,13988,,,3001,16:25,Mostly Cloudy,0.00,47.00,"Updated 18:55 UTC+2:00",,,,,
15/07/18,31464,,,5021,12:55,Fine,29.00,59.00,"Updated 21:00 UTC+2:00",,,,,
14/07/18,24586,,,4256,14:25,Partly Cloudy,0.00,59.00,"Updated 20:55 UTC+2:00",,,,,
13/07/18,32374,,,4383,13:35,Fine,0.00,59.00,"Updated 21:00 UTC+2:00",,,,,
12/07/18,21381,,,4733,14:25,Mostly Cloudy,29.00,58.00,"Updated 19:10 UTC+2:00",,,,,
11/07/18,31487,,,4847,13:25,Fine,0.00,59.00,"Updated 21:05 UTC+2:00",,,,,
10/07/18,26891,,,4355,14:55,Partly Cloudy,30.00,58.00,"Updated 21:00 UTC+2:00",,,,,
09/07/18,32367,,,3883,14:35,Fine,29.00,59.00,"Updated 21:00 UTC+2:00",,,,,
08/07/18,32700,,,4074,13:45,Fine,29.00,60.00,"Updated 21:05 UTC+2:00",,,,,
07/07/18,34134,,,4030,14:05,Fine,29.00,59.00,"Updated 21:10 UTC+2:00",,,,,
06/07/18,32923,,,4033,13:55,Fine,29.00,59.00,"Updated 21:00 UTC+2:00",,,,,
05/07/18,24942,,,4825,14:25,Partly Cloudy,0.00,58.00,"Updated 21:05 UTC+2:00",,,,,
04/07/18,33892,,,4050,14:30,Fine,28.00,59.00,"Updated 20:55 UTC+2:00",,,,,
03/07/18,27794,,,4175,16:15,Fine,28.00,59.00,"Updated 21:00 UTC+2:00",,,,,
02/07/18,24738,,,4488,13:20,Partly Cloudy,0.00,57.00,"Updated 20:40 UTC+2:00",,,,,
01/07/18,26981,,,4628,14:20,Partly Cloudy,29.00,58.00,"Updated 20:55 UTC+2:00",,,,,
30/06/18,33556,,,3960,14:35,Fine,29.00,59.00,"Updated 21:10 UTC+2:00",,,,,
29/06/18,34481,,,4097,13:55,Fine,28.00,59.00,"Updated 21:05 UTC+2:00",,,,,
28/06/18,33181,,,4098,14:55,Fine,0.00,59.00,"Updated 20:50 UTC+2:00",,,,,
27/06/18,33312,,,4059,14:00,Fine,29.00,58.00,"Updated 21:00 UTC+2:00",,,,,
26/06/18,35377,,,4325,13:35,Fine,0.00,59.00,"Updated 21:10 UTC+2:00",,,,,
25/06/18,35354,,,4328,14:00,Fine,27.00,59.00,"Updated 21:05 UTC+2:00",,,,,
24/06/18,23780,,,4329,16:10,Partly Cloudy,0.00,53.00,"Updated 21:00 UTC+2:00",,,,,
23/06/18,32029,,,4999,14:50,Fine,29.00,60.00,"Updated 21:05 UTC+2:00",,,,,
22/06/18,34010,,,4230,14:15,Fine,31.00,59.00,"Updated 21:05 UTC+2:00",,,,,
21/06/18,32143,,,3918,14:15,Fine,28.00,58.00,"Updated 21:05 UTC+2:00",,,,,
20/06/18,32986,,,3973,14:10,Fine,0.00,58.00,"Updated 21:05 UTC+2:00",,,,,
19/06/18,32782,,,4272,13:30,Fine,0.00,58.00,"Updated 21:05 UTC+2:00",,,,,
18/06/18,34126,,,4024,14:30,Fine,0.00,58.00,"Updated 21:10 UTC+2:00",,,,,
17/06/18,31477,,,4385,14:20,Fine,0.00,57.00,"Updated 21:00 UTC+2:00",,,,,
16/06/18,32694,,,4037,14:00,Fine,27.00,58.00,"Updated 21:00 UTC+2:00",,,,,
15/06/18,30999,,,4617,13:55,Fine,28.00,57.00,"Updated 21:00 UTC+2:00",,,,,
14/06/18,33331,,,4998,14:45,Fine,0.00,57.00,"Updated 21:00 UTC+2:00",,,,,
13/06/18,17127,,,3754,14:00,Mostly Cloudy,0.00,47.00,"Updated 21:05 UTC+2:00",,,,,
12/06/18,19801,,,4545,13:10,Mostly Cloudy,0.00,55.00,"Updated 20:45 UTC+2:00",,,,,
11/06/18,25205,,,5270,12:15,Partly Cloudy,0.00,55.00,"Updated 20:50 UTC+2:00",,,,,
10/06/18,29391,,,4686,14:20,Fine,29.00,56.00,"Updated 21:00 UTC+2:00",,,,,
09/06/18,33751,,,4136,14:00,Fine,25.00,57.00,"Updated 20:50 UTC+2:00",,,,,
08/06/18,20511,,,4359,16:30,Mostly Cloudy,26.00,50.00,"Updated 21:00 UTC+2:00",,,,,
07/06/18,20818,,,4791,15:45,Mostly Cloudy,0.00,55.00,"Updated 20:40 UTC+2:00",,,,,
06/06/18,17317,,,4088,14:25,Mostly Cloudy,29.00,50.00,"Updated 21:05 UTC+2:00",,,,,
05/06/18,34618,,,4212,15:25,Fine,28.00,57.00,"Updated 20:55 UTC+2:00",,,,,
04/06/18,7391,,,1580,18:40,Cloudy,0.00,41.00,"Updated 20:50 UTC+2:00",,,,,
03/06/18,25678,,,4920,14:45,Partly Cloudy,27.00,59.00,"Updated 20:50 UTC+2:00",,,,,
02/06/18,29076,,,4468,15:15,Fine,0.00,57.00,"Updated 20:55 UTC+2:00",,,,,
01/06/18,33679,,,4175,14:30,Fine,26.00,57.00,"Updated 20:00 UTC+2:00",,,,,
31/05/18,24023,,,4658,16:40,Partly Cloudy,0.00,54.00,"Updated 20:55 UTC+2:00",,,,,
30/05/18,15564,,,5278,12:45,Mostly Cloudy,28.00,49.00,"Updated 20:15 UTC+2:00",,,,,
29/05/18,28135,,,5588,13:00,Fine,0.00,57.00,"Updated 20:55 UTC+2:00",,,,,
28/05/18,13885,,,3622,13:45,Mostly Cloudy,29.00,48.00,"Updated 20:20 UTC+2:00",,,,,
27/05/18,24339,,,4025,13:50,Partly Cloudy,28.00,58.00,"Updated 20:50 UTC+2:00",,,,,
26/05/18,22341,,,4846,14:10,Partly Cloudy,28.00,58.00,"Updated 20:40 UTC+2:00",,,,,
25/05/18,32542,,,4078,14:20,Fine,29.00,58.00,"Updated 20:50 UTC+2:00",,,,,
24/05/18,32425,,,4389,14:25,Fine,28.00,58.00,"Updated 20:50 UTC+2:00",,,,,
23/05/18,24918,,,5394,13:05,Partly Cloudy,24.00,57.00,"Updated 20:45 UTC+2:00",,,,,
22/05/18,8091,,,1588,16:55,Cloudy,0.00,39.00,"Updated 20:25 UTC+2:00",,,,,
21/05/18,21144,,,5312,13:35,Mostly Cloudy,0.00,53.00,"Updated 20:50 UTC+2:00",,,,,
20/05/18,20665,,,5725,13:55,Mostly Cloudy,0.00,56.00,"Updated 20:45 UTC+2:00",,,,,
19/05/18,23629,,,4771,13:50,Partly Cloudy,27.00,57.00,"Updated 20:30 UTC+2:00",,,,,
18/05/18,28796,,,4948,15:05,Fine,28.00,59.00,"Updated 20:40 UTC+2:00",,,,,
17/05/18,30952,,,4700,13:05,Fine,25.00,58.00,"Updated 20:40 UTC+2:00",,,,,
16/05/18,26494,,,5567,15:20,Partly Cloudy,25.00,55.00,"Updated 20:30 UTC+2:00",,,,,
15/05/18,30997,,,5121,16:30,Fine,0.00,57.00,"Updated 20:35 UTC+2:00",,,,,
14/05/18,20146,,,5237,14:05,Mostly Cloudy,0.00,50.00,"Updated 20:35 UTC+2:00",,,,,
13/05/18,14415,,,5653,13:20,Mostly Cloudy,30.00,53.00,"Updated 20:30 UTC+2:00",,,,,
12/05/18,27991,,,5093,15:30,Fine,0.00,60.00,"Updated 20:25 UTC+2:00",,,,,
11/05/18,23874,,,5015,15:25,Partly Cloudy,27.00,57.00,"Updated 20:30 UTC+2:00",,,,,
10/05/18,29617,,,4834,13:50,Fine,27.00,58.00,"Updated 20:30 UTC+2:00",,,,,
09/05/18,23358,,,5390,13:15,Partly Cloudy,27.00,57.00,"Updated 20:15 UTC+2:00",,,,,
08/05/18,30501,,,4801,14:40,Fine,26.00,58.00,"Updated 20:30 UTC+2:00",,,,,
07/05/18,24705,,,4660,12:45,Partly Cloudy,0.00,57.00,"Updated 20:25 UTC+2:00",,,,,
06/05/18,31867,,,4444,12:05,Fine,25.00,56.00,"Updated 20:35 UTC+2:00",,,,,
05/05/18,28102,,,5025,12:55,Fine,0.00,56.00,"Updated 20:25 UTC+2:00",,,,,
04/05/18,15303,,,5359,15:30,Mostly Cloudy,24.00,50.00,"Updated 20:30 UTC+2:00",,,,,
03/05/18,7486,,,2714,11:30,Cloudy,33.00,40.00,"Updated 20:05 UTC+2:00",,,,,
02/05/18,8248,,,1622,14:20,Cloudy,0.00,39.00,"Updated 20:05 UTC+2:00",,,,,
01/05/18,14772,,,4265,11:25,Mostly Cloudy,0.00,51.00,"Updated 20:15 UTC+2:00",,,,,
30/04/18,33490,,,4404,15:15,Fine,26.00,59.00,"Updated 20:20 UTC+2:00",,,,,
29/04/18,23569,,,4999,15:15,Partly Cloudy,25.00,54.00,"Updated 20:10 UTC+2:00",,,,,
28/04/18,16546,,,4560,12:15,Mostly Cloudy,0.00,49.00,"Updated 20:10 UTC+2:00",,,,,
27/04/18,11271,,,3067,16:45,Cloudy,33.00,46.00,"Updated 20:00 UTC+2:00",,,,,
26/04/18,31966,,,4075,14:45,Fine,29.00,56.00,"Updated 20:20 UTC+2:00",,,,,
25/04/18,31370,,,4045,13:40,Fine,27.00,56.00,"Updated 20:15 UTC+2:00",,,,,
24/04/18,30125,,,4654,12:25,Fine,0.00,56.00,"Updated 20:15 UTC+2:00",,,,,
23/04/18,29784,,,3945,14:15,Fine,30.00,57.00,"Updated 20:10 UTC+2:00",,,,,
22/04/18,31028,,,3990,14:45,Fine,29.00,57.00,"Updated 20:05 UTC+2:00",,,,,
21/04/18,31684,,,4036,14:15,Fine,28.00,57.00,"Updated 20:15 UTC+2:00",,,,,
20/04/18,32113,,,4187,14:50,Fine,29.00,57.00,"Updated 20:15 UTC+2:00",,,,,
19/04/18,31523,,,4054,14:25,Fine,28.00,56.00,"Updated 20:10 UTC+2:00",,,,,
18/04/18,31474,,,4134,15:45,Fine,26.00,56.00,"Updated 20:10 UTC+2:00",,,,,
17/04/18,30478,,,4308,16:00,Fine,27.00,56.00,"Updated 20:05 UTC+2:00",,,,,
16/04/18,30424,,,4489,14:05,Fine,24.00,53.00,"Updated 20:10 UTC+2:00",,,,,
15/04/18,7683,,,1786,13:30,Cloudy,0.00,39.00,"Updated 19:05 UTC+2:00",,,,,
14/04/18,22295,,,5380,14:40,Partly Cloudy,25.00,50.00,"Updated 20:00 UTC+2:00",,,,,
13/04/18,20246,,,4637,14:45,Mostly Cloudy,23.00,52.00,"Updated 20:00 UTC+2:00",,,,,
12/04/18,9378,,,2700,10:30,Cloudy,0.00,41.00,"Updated 19:50 UTC+2:00",,,,,
11/04/18,4741,,,994,12:35,Showers,23.00,36.00,"Updated 19:35 UTC+2:00",,,,,
10/04/18,14370,,,6139,13:55,Mostly Cloudy,23.00,50.00,"Updated 19:55 UTC+2:00",,,,,
09/04/18,6301,,,1884,14:35,Cloudy,24.00,40.00,"Updated 19:45 UTC+2:00",,,,,
08/04/18,15602,,,4031,15:05,Mostly Cloudy,25.00,47.00,"Updated 19:40 UTC+2:00",,,,,
07/04/18,17112,,,4283,14:55,Mostly Cloudy,24.00,50.00,"Updated 19:45 UTC+2:00",,,,,
06/04/18,29054,,,4484,13:25,Fine,26.00,54.00,"Updated 19:55 UTC+2:00",,,,,
05/04/18,31446,,,4712,14:00,Fine,23.00,55.00,"Updated 19:55 UTC+2:00",,,,,
04/04/18,3280,,,1358,17:30,Showers,0.00,35.00,"Updated 19:40 UTC+2:00",,,,,
03/04/18,4429,,,1317,11:55,Showers,23.00,37.00,"Updated 19:10 UTC+2:00",,,,,
02/04/18,21185,,,4257,13:15,Mostly Cloudy,26.00,52.00,"Updated 19:50 UTC+2:00",,,,,
01/04/18,32756,,,4418,14:40,Fine,25.00,56.00,"Updated 19:50 UTC+2:00",,,,,
31/03/18,15633,,,4854,14:40,Mostly Cloudy,23.00,52.00,"Updated 20:40 UTC+2:00",,,,,
30/03/18,9885,,,4216,14:15,Cloudy,23.00,47.00,"Updated 00:35 UTC+2:00",,,,,
29/03/18,21079,,,4714,14:35,Mostly Cloudy,23.00,52.00,"Updated 19:35 UTC+2:00",,,,,
28/03/18,19322,,,4225,13:25,Mostly Cloudy,25.00,51.00,"Updated 19:35 UTC+2:00",,,,,
27/03/18,24278,,,4057,13:25,Partly Cloudy,26.00,52.00,"Updated 19:35 UTC+2:00",,,,,
26/03/18,29609,,,4212,14:05,Fine,25.00,53.00,"Updated 19:35 UTC+2:00",,,,,
25/03/18,21203,,,4796,14:05,Mostly Cloudy,28.00,49.00,"Updated 19:40 UTC+2:00",,,,,
24/03/18,16317,,,4266,15:10,Mostly Cloudy,22.00,48.00,"Updated 18:35 UTC+1:00",,,,,
23/03/18,31256,,,4416,13:20,Fine,23.00,54.00,"Updated 18:35 UTC+1:00",,,,,
22/03/18,27668,,,4248,13:25,Fine,0.00,52.00,"Updated 18:30 UTC+1:00",,,,,
21/03/18,15860,,,3961,15:55,Mostly Cloudy,21.00,45.00,"Updated 18:35 UTC+1:00",,,,,
20/03/18,16355,,,4891,12:20,Mostly Cloudy,0.00,46.00,"Updated 18:25 UTC+1:00",,,,,
19/03/18,10055,,,2938,14:40,Cloudy,0.00,39.00,"Updated 18:25 UTC+1:00",,,,,
18/03/18,3370,,,1029,11:45,Showers,22.00,34.00,"Updated 17:55 UTC+1:00",,,,,
17/03/18,5157,,,1427,13:05,Showers,23.00,37.00,"Updated 18:10 UTC+1:00",,,,,
16/03/18,26662,,,4224,13:35,Partly Cloudy,24.00,53.00,"Updated 18:25 UTC+1:00",,,,,
15/03/18,2341,,,423,10:45,Showers,0.00,33.00,"Updated 18:15 UTC+1:00",,,,,
14/03/18,27170,,,4105,13:55,Partly Cloudy,24.00,53.00,"Updated 18:20 UTC+1:00",,,,,
13/03/18,28715,,,4090,13:10,Fine,24.00,53.00,"Updated 18:30 UTC+1:00",,,,,
12/03/18,16708,,,5104,12:30,Mostly Cloudy,21.00,48.00,"Updated 18:20 UTC+1:00",,,,,
11/03/18,3126,,,880,13:30,Showers,0.00,34.00,"Updated 18:10 UTC+1:00",,,,,
10/03/18,4291,,,1099,13:20,Showers,0.00,35.00,"Updated 17:55 UTC+1:00",,,,,
09/03/18,19749,,,4449,13:45,Mostly Cloudy,22.00,52.00,"Updated 18:00 UTC+1:00",,,,,
08/03/18,27460,,,4100,13:35,Partly Cloudy,23.00,51.00,"Updated 18:20 UTC+1:00",,,,,
07/03/18,13670,,,4419,12:00,Cloudy,20.00,45.00,"Updated 18:05 UTC+1:00",,,,,
06/03/18,9472,,,2877,16:45,Cloudy,19.00,40.00,"Updated 18:15 UTC+1:00",,,,,
05/03/18,6715,,,1739,15:55,Cloudy,19.00,35.00,"Updated 18:10 UTC+1:00",,,,,
04/03/18,4054,,,1390,11:05,Showers,0.00,34.00,"Updated 17:55 UTC+1:00",,,,,
03/03/18,478,,,249,16:55,Showers,0.00,29.00,"Updated 17:55 UTC+1:00",,,,,
02/03/18,641,,,162,16:50,Showers,0.00,29.00,"Updated 17:35 UTC+1:00",,,,,
01/03/18,846,,,192,12:40,Showers,0.00,29.00,"Updated 17:10 UTC+1:00",,,,,
28/02/18,10387,,,3105,10:55,Cloudy,18.00,41.00,"Updated 17:55 UTC+1:00",,,,,
27/02/18,17254,,,4114,13:35,Mostly Cloudy,20.00,45.00,"Updated 18:05 UTC+1:00",,,,,
26/02/18,10331,,,4189,13:45,Cloudy,0.00,47.00,"Updated 18:05 UTC+1:00",,,,,
25/02/18,1278,,,461,14:00,Showers,20.00,30.00,"Updated 16:55 UTC+1:00",,,,,
24/02/18,2588,,,530,14:05,Showers,0.00,31.00,"Updated 17:50 UTC+1:00",,,,,
23/02/18,630,,,216,13:35,Showers,0.00,30.00,"Updated 17:30 UTC+1:00",,,,,
22/02/18,4061,,,1425,12:35,Showers,0.00,34.00,"Updated 17:30 UTC+1:00",,,,,
21/02/18,18224,,,4135,12:35,Mostly Cloudy,21.00,48.00,"Updated 18:00 UTC+1:00",,,,,
20/02/18,16241,,,4000,12:20,Mostly Cloudy,0.00,47.00,"Updated 17:50 UTC+1:00",,,,,
19/02/18,11378,,,4178,12:15,Cloudy,0.00,41.00,"Updated 17:50 UTC+1:00",,,,,
18/02/18,6073,,,4323,15:15,Cloudy,0.00,41.00,"Updated 17:35 UTC+1:00",,,,,
17/02/18,2259,,,946,12:10,Showers,0.00,32.00,"Updated 17:10 UTC+1:00",,,,,
16/02/18,11847,,,3726,14:10,Cloudy,0.00,43.00,"Updated 17:45 UTC+1:00",,,,,
15/02/18,19880,,,3587,13:40,Mostly Cloudy,22.00,48.00,"Updated 17:45 UTC+1:00",,,,,
14/02/18,22825,,,3762,13:25,Partly Cloudy,22.00,49.00,"Updated 17:50 UTC+1:00",,,,,
13/02/18,23337,,,3856,13:10,Partly Cloudy,22.00,49.00,"Updated 17:45 UTC+1:00",,,,,
12/02/18,16847,,,3973,12:50,Mostly Cloudy,21.00,46.00,"Updated 17:45 UTC+1:00",,,,,
11/02/18,18049,,,3507,13:15,Mostly Cloudy,23.00,48.00,"Updated 17:40 UTC+1:00",,,,,
10/02/18,20570,,,3610,13:15,Mostly Cloudy,20.00,48.00,"Updated 17:45 UTC+1:00",,,,,
09/02/18,16937,,,4075,13:25,Mostly Cloudy,21.00,48.00,"Updated 17:40 UTC+1:00",,,,,
08/02/18,14887,,,3876,14:15,Mostly Cloudy,22.00,47.00,"Updated 17:40 UTC+1:00",,,,,
